,cid,canonical_smiles,molecular_weight,xlogp
16885,3020369,CCCCCCCCCCC(CCCCCCCC)COC(=O)CCCCC(=O)OCC(CCCCCCCC)CCCCCCCCCC,707.2,19.8
16886,174409,CCC(C(C)(CC=C(C)C)C=C)O,182.3,3.9
16887,6441969,CCC=CC(CC)(CC=C(C)C)CO,196.33,4
16888,6115325,CCC(CC=C)C=C(CC)C=O,166.26,3.2
16889,6366044,CCCC(C)C=C(C)C=O,140.22,2.8
16890,3020401,CC(C(C)(CC=C(C)C)C=C)O,168.28,3.4
16891,97590,CC(C)OC(=O)C1CCC(=O)N1,171.19,0.4
16892,3020407,CCOC(CC(C)C)OCC(C)C,188.31,3.5
16893,5273467,CC(C)CCOC(=O)C=CC1=CC=CC=C1,218.29,4.3
16894,44176376,CCCCCCCCCCCCCC=CC(C(COP(=O)(O)OCC[N+](C)(C)C)NC=O)O,493.6,5
16895,55317,C1=C(NC(=O)NC1=O)C(=O)[O-].C1=C(NC(=O)NC1=O)C(=O)[O-].[Fe+2],366.02,
16896,131752915,C1C2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C6=C5C7C(=CC(=O)C(C7(O)O)(O6)O)C(=O)O1)O)O,802.6,-1.5
16897,131751884,CC(=CC(CC1(C(O1)C2CCC3C4(CCC(C(C4CCC3(C25CC(=O)OC5)C)(C)C)O)C)C)O)C,488.7,5.8
16898,23674278,CC(C)(C)C1=CC2=C(C(=C1)C(C)(C)C)OP(=O)(OC3=C(C2)C=C(C=C3C(C)(C)C)C(C)(C)C)[O-].[Na+],508.6,
16899,23671856,[Li+].CC(C)(C)C1=CC2=C(C(=C1)C(C)(C)C)OP(=O)(OC3=C(C2)C=C(C=C3C(C)(C)C)C(C)(C)C)[O-],492.6,
16900,6429016,CC(=O)C1=CCCN1,111.14,0.7
16901,101608671,CC(C)C(=C)C(C(C(C)C1CCC2C1(CCC3C2COC(=O)C4C3(CC(C(C4)O)O)C)C)O)O,478.7,4.7
16902,20838842,CCC(C(=CC1CC2CC1(C=C2)C)C)O,206.32,3.8
16903,3020580,CCCCOC(=O)COC(=O)C,174.19,1.3
16904,19422441,CC(CO)O.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,268.22,
16905,9860461,CC(C)CCCCCCCOC(=O)C1=CC=CC=C1O,278.4,7.6
16906,101285,C1OC2=C(O1)C=C(C=C2)COC=O,180.16,1.6
16907,96393,CC1=CC(=NN1CO)C,126.16,0.4
16908,3020614,CCCCCCCC(C)CC#N,167.29,4.5
16909,11970928,CCCCCCCCCC(C)CC#N,195.34,5.6
16910,3020658,CC(=CCC=C(C)CC(=O)O)C,168.23,3
16911,3020659,CCC1C(=O)C(=C(O1)C)OC,156.18,1.5
16912,5362594,CCCC=CCCCCC(=O)O,170.25,2.9
16913,6441974,CCCCC(CCCCC(=O)O)OC(=O)CCCCC=CCCC,340.5,5.7
16914,21999737,CC(C)CC=C(CSC)C=O,172.29,2.2
16915,3020680,CCC(C)C(=O)OCCC(C)CCC=C(C)C,240.38,5.2
16916,163463,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C.[Zn],888.3,
16917,16205622,CC(C)C(=O)OC(C)C(=O)C,158.19,1.3
16918,56842391,CCCCCCC(CC=CCCCCCCCC(=O)NCCC[N+](C)(C)C)O.COS(=O)(=O)[O-],508.8,
16919,15801061,CC(C)C1=C(C2=C(C(=C1)C=O)C3(CCCC(C3C=O)(C)C)C(=O)O2)O,344.4,3.3
16920,11062744,CCCCCCCCC=CC#N,165.27,4.5
16921,56842518,CCCC(=O)OC1CC2CCC1(C2(C)C)C,224.34,4.1
16922,5743962,CCCCCCOC(=O)C=CCCCCC,226.35,5.3
16923,529296,CCCCCC(CC(=O)OCC)OC(=O)C,230.3,2.7
16924,5367684,CCCCCCCCCC(=O)OCCC=CCC,254.41,6
16925,20836241,CCC=CCCOC(=O)CCC(=O)C,198.26,1.5
16926,6366079,CCCC=CCOC(=O)C(C)O,172.22,1.7
16927,5365136,CCCCCCCC(=O)OCC=CCCC,226.35,5
16928,14033879,CC(=O)C1=C(C=CO1)OC2C(C(C(C(O2)CO)O)O)O,288.25,-1.2
16929,131752486,CC=C1C(OC=C2C1=CC(=O)OCC3C(C(CC3C(C)CO)OC2=O)C)OC4C(C(C(C(O4)CO)O)O)O,540.6,-0.3
16930,10237859,CCCCCCCCCCCCCCCC[N+](C)(C)CCO.OP(=O)(O)[O-],411.6,
16931,11481511,CC(C)C(=O)OC1CC2CCC1(C2(C)C)C,224.34,4.3
16932,174490,CC(C)C(=O)OC1CC2CCC1(C2(C)C)C,224.34,4.3
16933,12512250,CCCCCCCCCC(C)O,172.31,4.5
16934,12512251,CCCCCCCCCC(C)O,172.31,4.5
16935,54339620,CCCCCCCCC=CCCCCCCCCCCCCOC(=O)CCCCCCCC=CCCCCCCCC,589,17.7
16936,135313291,CC(C)C1=CC=C(C=C1)S(=O)(=O)NC(=O)C2(CC3=CC=CC=C3O2)C,359.4,3.8
16937,131751573,CC1(CCC2(CCC3(C4(CCC5C(C(CCC5(C4C(CC3(C2C1)O)O)C)O)(C)C)C)C)C)C,460.7,7.3
16938,16205627,CCC(C)C(=O)OC1=C(OC=CC1=O)C,210.23,1.9
16939,572182,CC1=CC(C(CC1)C(=O)O)(C)C,168.23,2.1
16940,6366088,CC=C(C)C(CC=C(C)C)O,154.25,3
16941,20836244,CC=C(C)C(CC=C(C)C)O,154.25,3
16942,56842521,CC(C)CC(=O)OC1CC2CCC1(C2(C)C)C,238.37,4.6
16943,16211192,CC1CCC2C1C3C(C3(C)C)CCC24CO4,220.35,3.7
16944,529006,CC(C)COC(=O)CC(C)O,160.21,1.1
16945,91748130,CCC=CCCOC(=O)CC(C)O,186.25,1.6
16946,21909551,C1=CC(=C(C=C1OCCO)[N+](=O)[O-])NCCN,241.24,0.6
16947,23671664,CC(C(=O)[O-])O.[K+],128.17,
16948,522841,C=CCCCCCCCCCCCC=O,210.36,5.5
16949,174529,C(CN(CC(=O)[O-])CC(=O)[O-])N(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[NH4+].[NH4+].[Fe+3],480.23,
16950,415627,CC=CC1=CC=C(C=C1)O,134.17,2.6
16951,71406239,CCOC(C)C1=NC=CN=C1,152.19,0.2
16952,23685471,CC1(C2CCC3(C(C2(CCC1O)C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)[O-])C)C)C)C.[K+],508.8,
16953,3021099,CCOC(CC(C)CC(C)(C)C)OCC,216.36,4.2
16954,135169,CC1(CCCC2(C1CCC(C2CCC(C)(C=C)O)(C)O)C)CO,324.5,3.5
16955,131751944,CCCCCC=CCC=CCCCCCCCC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CCC4C(C)CCC(C)C(C)C)C)C,663.1,16.2
16956,55296074,CCCCC1=NC(=C(S1)CC)C,183.32,3.9
16957,55296073,CCCCCC1=NC=C(S1)C,169.29,3.6
16958,14335632,CC1CC=C(C(C1(C)C)C=CC(=CCCC2(C(C(=C(C)C=O)CCC2(C)O)CCCO)CO)C)C,486.7,5.6
16959,102095305,CC1CCC(C2C1CCC(=C2)C)(C(C)C)O,222.37,3.7
16960,150736,CCOC1=C(C(=O)OC1C(CO)O)O,204.18,-1.5
16961,21909544,COC1=CC(=C(C=C1)[N+](=O)[O-])NCCN.Cl,247.68,
16962,158946,CC12CCC(CC1C3=CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)CO)O)C)(C)C(=O)O,472.7,6.8
16963,131751693,CC1(CC2C3=CCC4C5(CCC(C(C5CCC4(C3(CCC2(C=C1)C)C)C)(C)C)O)C)C,424.7,8.8
16964,23662562,CCCCCCCCCCCCCCCCCCNC(=O)C1=CC=CC=C1C(=O)[O-].[Na+],439.6,
16965,22506563,CCCC(=NO)C(C)C,129.2,2.1
16966,11085454,CC1CC2CCCCCCCCCCC2O1,224.38,5.6
16967,5281241,C1=CC(=CC=C1C=CC(=O)C2=C(C(=O)C(=O)C=C2O)OC3C(C(C(C(O3)CO)O)O)O)O,448.4,-0.5
16968,6366121,CCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCC=CCCCCCCCC,591,18.6
16969,72710782,CCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCC=CCCCCCCCC,619.1,19.7
16970,101608672,CC=C(C(C)C)C(C(C(C)C1CCC2C1(CCC3C2COC(=O)C4C3(CC(C(C4)O)O)C)C)O)O,492.7,4.9
16971,16130899,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=C3C(=CC(=C4C5C(C(OC6=C(C(=CC(=C56)O)O)C7C(C(OC8=CC(=CC(=C78)O)O)C9=CC(=C(C=C9)O)O)O)C1=CC(=C(C=C1)O)O)O)O)O)C1=CC(=C(C=C1)O)O)O)O)O)C1=CC(=C(C=C1)O)O)O,1155,4.3
16972,16129741,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=C3C(=CC(=C4C5C(C(OC6=C(C(=CC(=C56)O)O)C7C(C(OC8=C(C(=CC(=C78)O)O)C9C(C(OC1=CC(=CC(=C91)O)O)C1=CC(=C(C=C1)O)O)O)C1=CC(=C(C=C1)O)O)O)C1=CC(=C(C=C1)O)O)O)O)O)C1=CC(=C(C=C1)O)O)O)O)O)C1=CC(=C(C=C1)O)O)O,1443.3,5.2
16973,3159630,C1=CC(=CN=C1)OCC(=O)O,153.14,0.6
16974,71587319,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC(=O)CCC(=O)O)C)C)C(C)C,512.8,8.6
16975,5487772,CN1C2=C(C=CC=C2O)C(=O)C3=C1C(=C(C=C3O)OC)OC,301.29,2.9
16976,10016895,CN1C2=C(C=CC=C2O)C(=O)C3=C1C(=C(C=C3O)O)OC,287.27,2.6
16977,19093029,CN1C2=C(C=CC=C2O)C(=O)C3=C1C(=C(C(=C3O)OC)OC)OC,331.32,2.9
16978,15081626,CCOC(C)(C)C=CC1=C(C=C2C(=C1)C=CC(=O)O2)OC,288.34,3.1
16979,135783,CC1C(C2=C(C=C1C)C(=CC(=C2OC)OC)OC)C3=CC(=C(C=C3OC)OC)OC,414.5,4.5
16980,6428785,CC1=C(C(=O)CC1(C)C)O,140.18,1.2
16981,23786499,C1=CC(=CC(=C1)Br)C2=NC=C(N2)CCN,266.14,1.8
16982,167454,CCC1=CC=CC(=C1N(COC(C)C)C(=O)CCl)C,283.79,3.9
16983,76959295,CC1=CC(CC(=C)C(=O)CC(CC1)C(C)(C)O)OC(=O)C,294.4,1.9
16984,5458902,CC1=CC(CC(=C)C(CC(CC1)C(C)(C)O)O)OC(=O)C,296.4,1.5
16985,163529,COC1CC2CC1C3C2CC(C3)C=O,194.27,1.4
16986,14123238,CCCSSSSSCCC,246.5,4
16987,122659,CC1=C(C(=C(C(=C1OC)CC2=C(C(=C(C(=C2O)CC=C(C)C)O)C(=O)C)O)O)C(=O)C)O,444.5,4.8
16988,21251947,CCCCCSS,136.3,2.7
16989,13115241,CCC(=O)CC=C(C)C,126.2,2
16990,71413571,CC1=CC=C(C=C1)C(C)CCC(=O)C(=C)C,216.32,3.9
16991,102215928,COC1=CC(=CC(=C1OC)OC)CC2(CC(OC2)O)CC3=CC4=C(C=C3)OCO4,402.4,3.4
16992,93484,CCCCCCCC(C(CC#CC#CC(C=C)O)O)O,278.4,3.5
16993,131752470,CC1(CCC(=O)C2(C1CCC3(C2C(CC4C3(CCC5C4(CCC(C5(C)C)O)C)C)O)C)C)C,458.7,6.9
16994,135829,CC1=C2C(=O)C=C(C(=O)C2=C(C=C1)C(C)C)C,228.29,3.3
16995,5362595,CC1CCC(C(C1)OCC(CO)O)C(C)C,230.34,2.3
16996,5325921,CC1C(=C(C(=O)O1)O)C,128.13,0.4
16997,12799212,CC1C(=C(C(=O)O1)O)C,128.13,0.4
16998,480819,CC1=CC2=C3C(=C1)C4=C(C=C(C=C4OC3(OC5=C2C=CC(=C5)O)C6=C(C=C(C=C6)O)O)C7=CC8=C(O7)C=C(C=C8)O)O,558.5,6.7
16999,196583,CC1=CC2C3C(C1)C4=C(C=C(C=C4)O)OC3(OC5=CC(=CC(=C25)O)C6=CC7=C(O6)C=C(C=C7)O)C8=C(C=C(C=C8)O)O,562.6,6
17000,593048,CCC1=C(SC(=N1)C(C)C)C,169.29,3.3
17001,27282096,CCCC1=C(N=C(S1)CCC)C,183.32,3.7
17002,15219341,CC(C(C)C(C)O)C(C)C(C)(C)C,186.33,4.1
17003,91742,CCOC1=C(C=C(C=C1)NC(=O)OC(C)C)OCC,267.32,2.8
17004,20836251,CCCCC(CC)COC(=O)C(=CC=CC1=CC=CC=C1)C(=O)C,328.4,5.9
17005,528709,CCCSSSSC,186.4,2.7
17006,71405872,CC(=O)O.COC1=CC(=CC(=C1OC)OC)C=CCO,284.3,
17007,10948838,CCCCCCCCCCCC(=O)N(C)CC(C(C(C(CO)O)O)O)O,377.5,1.7
17008,135906,CC(=C)C1CCC(C2=C1C(=O)C(=C(C2=O)OC)OC)(C)C=C,302.4,4.2
17009,71405846,CCCCCCCC1=NC(=C(S1)C)CC,225.4,5.5
17010,53465568,COC1=CC=CC2=C1NC3=C2C=C(C=C3)C=O,225.24,2.8
17011,522874,CCCCCCCCCOC(=O)CCCCCCCC,284.5,7.6
17012,101608066,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1(C)O)C)C(=O)OC6C(C(C(C(O6)CO)O)O)O,666.8,2.5
17013,12315549,CC1(CCCC2(C1CC(C34C2CCC(C3)C5(C4O5)C)O)C)CO,320.5,3.2
17014,69053128,COC1=CC=C(C=C1)CC(C(=O)O)OC,210.23,1.6
17015,13917513,C1=C(C=C(C(=C1O)O)O)C(=O)OC2C3C(C(C(O2)CO)O)OC(=O)C4=CC(=C(C(=C4C5=C(C(=C(C=C5C(=O)O3)O)O)O)O)O)O,634.5,0.6
17016,340931,COC1=C(C=CC(=C1)CC2COC(C2(CC3=CC(=C(C=C3)O)OC)O)O)O,376.4,1.9
17017,5281715,CC(=CCC1=C(C=C(C(=C1C=CC2=CC=CC=C2)C(=O)O)O)OC)C,338.4,5.8
17018,14287405,CC(CC(=O)C=C(C)C)C1CCC(=C)C=C1,218.33,4
17019,73816950,CC1=CCC(C(C1CCC2C(=C)CCC3C2(CCC(C3(C)C)OC4C(C(C(C(O4)CO)O)O)O)C)(C)CCC(=O)O)C(=C)C,618.8,5.7
17020,73816952,CC1=CCC(C(C1CCC2C(=C)CCC3C2(CCC(C3(C)C)OC4C(C(C(CO4)O)O)O)C)(C)CCC(=O)O)C(=C)C,588.8,5.7
17021,145133,C=CC(C1CCCC1)O,126.2,2
17022,129837279,CCCCCCCCCCCCCCCCCCCCCCCCCCC(C)C(C)C(C)C,464.9,17.2
17023,129837278,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCCCCCCCCCCCCCCCC,845.5,29.3
17024,71412605,CC(C)C12CCC(C1C2)(C)O.CC(=O)O,214.3,
17025,10552637,COC1=CC(=CC(=C1OC)OC)OC2C(C(C(C(O2)COC3C(C(CO3)(CO)O)O)O)O)O,478.4,-2.1
17026,3058743,CC(=O)NC(CSC(=O)C1=CC=CC=C1O)C(=O)O,283.3,1.5
17027,6366125,CCCCCCCC(=O)OCCC=CCC,226.35,4.9
17028,3086255,CC1CC(C2C1CC(CC2)CC(=O)C)(C)C,222.37,4.3
17029,163546,CC1OCC2(CC3CCC2C3)CO1,182.26,2.4
17030,14481558,C1C2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C(=C5C6=C(C(=C(C=C6C(=O)O1)O)O)O)O)O)O,786.6,1.2
17031,5463762,COC(=O)OC1CCCC=CCC1,184.23,2.8
17032,442358,CC1=C(C=CC2=C1OC(CC2)C3=CC(=C(C=C3)OC)O)O,286.32,3.4
17033,91746,CCC(=C1C(=O)CC(CC1=O)C2=C(C=C(C=C2C)C)C)NOCC,329.4,4.5
17034,13870433,CC(C)C(C)C(C(C(C)C1CCC2C1(CCC3C2CCC4C3(CC(C(C4)O)O)C)C)O)O,450.7,6.3
17035,6439823,CC1=CC(OC1=O)CC(=CCOC2=C3C(=CC4=C2OC=C4)C=CC(=O)O3)C,366.4,3.7
17036,3021166,CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(CC)CCCC,452.8,13.8
17037,16130973,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=C3C(=CC5=C4C6C(C(O5)(OC7=C(C(=CC(=C67)O)O)C8C(C(OC9=CC(=CC(=C89)O)O)C1=CC(=C(C=C1)O)O)O)C1=CC(=C(C=C1)O)O)O)O)C1=CC(=C(C=C1)O)O)O)O)O)C1=CC(=C(C=C1)O)O)O,1153,4.3
17038,25125275,CCCCCCCCCCCC(CCCCCCCC)OC(=O)CCCCCCCCCCCC=CCCCCCCCC,619.1,19.4
17039,159201,CCCCC(CC)COC(=O)C1=CC=C(C=C1)NC2=NC(=NC(=N2)NC3=CC=C(C=C3)C(=O)OCC(CC)CCCC)NC4=CC=C(C=C4)C(=O)OCC(CC)CCCC,823.1,14.5
17040,6437661,CCC=CCC1C(O1)CC=CCCCCCCCC(=O)O,294.4,5
17041,208867,CCCCCC(=O)OC(C)CCC,186.29,3.7
17042,10142653,COC1C(C(C(C(C1O)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)O)O)O)O)O)O)O)O)O,518.5,-6.9
17043,10009754,CCCCCC=CCC=CCCCCCCCC(=O)OCC(COC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)O)O,678.8,1.9
17044,107957,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O.O,308.28,
17045,101926786,COC1C(C(C(C(C1O)OC2C(C(C(C(O2)CO)O)O)O)O)O)O,356.32,-4.8
17046,11378500,CCCC1CCC(=O)O1,128.17,1.1
17047,71409426,CCCC(=O)OCCC=CC,156.22,2.3
17048,6154324,CCC=CCCOC(=O)CC(C)C,184.27,3.2
17049,6450462,CCCCCC(=O)OCC=CCC,184.27,3.3
17050,525784,CCCC1=C(N=C(O1)C)CC,153.22,2.8
17051,525775,CCCCC1=C(N=C(O1)C)C,153.22,2.9
17052,14843442,CCCCCCCCCCCCCCCCOC1=C(C(=O)OC1C(CO)O)O,400.5,5.9
17053,44629799,CCCCCCCCCCCCCC(=O)OC(C)C(CCC(C)C)CCC(C)C,410.7,11.5
17054,3034750,CC1=CC2C(C(C1=O)O)(C3(CC(C(C34CO4)O2)O)C)COC(=O)C,338.4,-0.7
17055,12469140,CC(C(=C)C)O,86.13,1.2
17056,102303030,CC1=C2CCC(C2C3C(C3(C)C)CC1)(C)O,220.35,2.6
17057,101318119,CC1=CCCC2(CO2)C3CC(C3CC1)(C)C,220.35,3.5
17058,44257530,CC(=CCC1=C(C=CC2=C1OC(=O)C3=C2OC4=C3C=CC(=C4)O)O)C,336.3,4.7
17059,5491648,C1=CC2=C(C=C1O)OC3=C2C(=O)OC4=CC(=CC(=C43)O)O,284.22,2.4
17060,6917864,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC(=O)CCC(=O)O)C,384.4,2.5
17061,440151,CCCC(CC(=O)OCC)O,160.21,1
17062,6428546,CCC(S)S,108.23,1.9
17063,86278223,CCCCCCCCCCC(COCCOC)O,260.41,4.4
17064,6441988,CC=C1C2=CCCC=C(CCCC2OC1=O)C,232.32,2.9
17065,184877,CC1=CC(C(C(C1)C2=C(C=C(C=C2)O)O)C(=O)C3=C(C=C(C=C3)O)O)C4=C(C=CC(=C4O)C5CC(=O)C6=C(C=C(C=C6O5)O)O)O,626.6,5.1
17066,5491771,CC1=CC(C(C(C1)C2=C(C=C(C=C2)O)O)C(=O)C3=C(C=C(C=C3)O)O)C4=C(C=CC(=C4O)C5=C(C(=O)C6=C(C=C(C=C6O5)O)O)CC=C(C)C)O,692.7,7.3
17067,25480,CCCCCCCC=CC=CC(=O)O,196.29,4.4
17068,53750858,C1CCCCCCC=CC(=O)CCCCCC1,236.39,6.3
17069,11498616,CCCCCCCCCCCCCCC(C(=O)NC(COC1C(C(C(C(O1)CO)O)O)O)C(C=CCCC=C(C)CCCCCCCCC)O)O,728.1,10.2
17070,534931,CC1(CCCC2(C13CCC(C3)C2(C)C)O)C,222.37,4
17071,131751216,CCC(C=CC(C)C1CCC2C1(CCC3C2CC(=O)C4C3(CCC(=O)C4)C)C)C(C)C,426.7,7.3
17072,73811137,CC1(CCC2(CC=C3C4(CCC5C(C(=O)CCC5(C4CCC3(C2C1)C)C)(C)C)C)CO)C,440.7,7.6
17073,11858788,CC1CCC2C1C3C(C3(C)C)CCC2(C)O,222.37,3.7
17074,581022,C1=CN=C(N=C1)SCC(=O)O,170.19,0.6
17075,184900,CCC(=O)C1C(=O)CC(CC1=O)C(=O)O,212.2,-0.4
17076,16129623,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=C3C(=CC(=C4C5C(C(OC6=C5C(=CC(=C6C7C(C(OC8=C(C(=CC(=C78)O)O)C9C(C(OC1=C(C(=CC(=C91)O)O)C1C(C(OC2=CC(=CC(=C12)O)O)C1=CC(=C(C=C1)O)O)O)C1=CC(=C(C=C1)O)O)O)C1=CC(=C(C=C1)O)O)O)O)O)C1=CC(=C(C=C1)O)O)O)O)O)C1=CC(=C(C=C1)O)O)O)O)O)C1=CC(=C(C=C1)O)O)O,1731.5,6.2
17077,53486251,CC(CCC(C(C)(C)O)OC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)OC3C(C(C(C(O3)CO)O)O)O)C4CCC5(C4(CC(C6(C5CC=C7C6CCC(C7(C)C)OC8C(C(C(C(O8)COC9C(C(C(C(O9)CO)O)O)O)O)O)O)C)O)C)C,1287.4,-3.7
17078,3035467,CCC(OCCCOC)OC(=O)C,190.24,1.2
17079,14116752,CC(=O)C1=C(C=CC2=C1OC(=O)C=C2)OC,218.2,1.6
17080,9855586,CC(C)CC(=O)OCC=C(C)C,170.25,2.9
17081,13889982,CC(=O)CCCC1(CC2C(CC1=O)C(=C)C(=O)O2)C,264.32,1.2
17082,20268659,CC1C=CC2(O1)C=C(CCC2C(C)C)C,206.32,3.3
17083,6538257,CCC=CCCC(C)O,128.21,2.1
17084,559056,CCCCC(=O)OC(C)CCC,172.26,3.2
17085,131752891,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC(=O)C2(CC(=O)CC2(C)C)C)C)C,566.9,11.5
17086,3086294,CC1=CC2C3C(C1)C4=C(C=C(C=C4)O)OC3(OC5=CC(=CC(=C25)O)C6=CC7=C(O6)C=C(C=C7)O)C8=C(C(=C(C=C8)O)CC=C(C)C)O,630.7,7.9
17087,12371414,C1CC(C(C1)S)S,134.3,1.8
17088,14614418,CC(CCC=C(C)C)CC(C)(C)O,184.32,3.8
17089,71587329,CCCCCCCCCCCC(=O)N(C)CCC(=O)O.C(CO)N(CCO)CCO,434.6,
17090,529302,CC(CC(=O)OC)OC(=O)C,160.17,0.4
17091,9794352,CCC(=O)OCCC(C)CCC=C(C)C,212.33,4.2
17092,15178463,CCCCCCCCCCCC(=O)OCCCCCCCCCCCCCC(C)C,424.7,12.7
17093,6430878,CC(CCOC(=O)C)S,148.23,1.2
17094,5362832,CC=C(C)CSC,116.23,2.4
17095,56653694,CC1=NC=C(C(=C1O)C=O)COP(=O)([O-])[O-].[Cu+2],308.67,
17096,5365794,CCOC(C=C(C)CCC=C(C)C)OCC,226.35,4.2
17097,56843557,CC(CCC(C(C)(C)O)OC1C(C(C(C(O1)CO)O)O)OC2C(C(C(C(O2)CO)O)O)O)C3CCC4(C3(CC(C5(C4CC=C6C5CCC(C6(C)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C)O)C)C,1125.3,-1.5
17098,56843594,CC(CCC(C(C)(C)O)OC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)OC3C(C(C(C(O3)CO)O)O)O)C4CCC5(C4(CC(C6(C5CC=C7C6CCC(C7(C)C)OC8C(C(C(C(O8)COC9C(C(C(C(O9)CO)O)O)O)O)O)OC1C(C(C(C(O1)CO)O)O)O)C)O)C)C,1449.6,-5.3
17099,14681633,CC1=CC23CC1CCC2C4(CCCC(C4CC3=O)(C)CO)C,302.5,3.7
17100,441959,CC1=CC(=O)C2=C(O1)C=C(C(=C2O)C3C(C(C(C(O3)CO)O)O)O)O,354.31,-0.7
17101,70698035,CCCC=C1C2=C(C3C(CC2)C4CCC35C(=C4)C(=O)OC5=CCCC)C(=O)O1,380.5,4.9
17102,146073,CC(=C1CCC(C(C1)O)(C)O)C,170.25,1.2
17103,174766,CC1=CC2=C(C(=C1C=O)OC)C(CCC2(C)C)(C)C,260.4,4.8
17104,182497,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1(C)O)C)C(=O)O,504.7,4.3
17105,23258664,CC1=CC(C(C(C1)C2=CC=C(C=C2)O)C(=O)C3=C(C(=C(C=C3)O)CC=C(C)C)O)C4=C(C=CC(=C4O)C(=O)C=CC5=CC=C(C=C5)O)O,646.7,8.5
17106,21637738,CC1=CC(C(C(C1)C2=C(C=C(C=C2)O)O)C(=O)C3=C(C(=C(C=C3)O)CC=C(C)C)O)C4=C(C=CC(=C4O)C(=O)C=CC5=CC=C(C=C5)O)O,662.7,8.2
17107,21637737,CC1=CC(C(C(C1)C2=CC=C(C=C2)O)C(=O)C3=C(C(=C(C=C3)O)CC=C(C)C)O)C4=C(C=CC(=C4O)C(=O)C=CC5=C(C=C(C=C5)O)O)O,662.7,8.2
17108,100930829,CC1=CC(C(C(C1)C2=CC=C(C=C2)O)C(=O)C3=C(C(=C(C=C3)O)CC=C(C)C)O)C4=C(C=C(C=C4O)C5=CC6=C(O5)C=C(C=C6)O)O,632.7,8.3
17109,6483648,CC1=CCC(C(C1CC=C(C)C)C(=O)C2=C(C=C(C=C2O)OC)O)C3=CC=CC=C3,406.5,6
17110,3080960,CC1(CCCC2(C1CCC(C2CCC(=C)C=C)(C)O)C)C,290.5,6.5
17111,15181201,CC(=O)OC1CCC2(C(C1(C)C(=O)O)CCC3(C2CC=C4C3(CCC5(C4CC(CC5)(C)C)C)C)C)C,498.7,8.4
17112,146109,C1=CC2=C3C(=O)C=C4C(=C3NN=C2C=C1)C=CC(=O)O4,264.23,1.1
17113,101593495,CC1CCC(C12CC=C(C=C2)C)C(C)C,204.35,5.1
17114,174782,CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCC)CCCCCCCCCCC(=O)OCC(CCCCCCCC)CCCCCCCCCC,847.5,25.2
17115,341779,CC(=CCCC1(C2CCC(O1)(CC2)C)C)C,222.37,4.5
17116,101606514,CC1CCC2C1CCC(C2(C=C(C)C)O)C,222.37,4.3
17117,13287120,CC(C)(C)CC1=CN=CC=C1,149.23,2.8
17118,7162055,CCCC(CCO)S,134.24,1.5
17119,6951716,CCCC(CCO)SC,148.27,1.9
17120,7162054,CCCC(CCO)S,134.24,1.5
17121,6951715,CCCC(CCO)SC,148.27,1.9
17122,525329,CSSSSCC=C,184.4,2.4
17123,62231,CCC=CCCCCO,128.21,2
