,cid,canonical_smiles,molecular_weight,xlogp
2201,5283637,CC(C)C(C)CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,400.7,8.8
2202,59087610,CC(C)C(=C)CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,398.7,8.6
2203,6432458,CC(C)C(C)C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,398.7,8
2204,68057,CC1=CC2=C(C=C1)C(CCC2)(C)C,174.28,4.5
2205,10137,CC1(CCCC2(C3C1C(C2=C)CC3)C)C,204.35,5.1
2206,10138,C1C2=CC(=O)C(=CC2=C3C1(COC4=C3C=CC(=C4O)O)O)O,300.26,-0.2
2207,10140,CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,465.6,2.9
2208,5359404,CC1=C(C(=O)C(=C2C(=O)C(=C(C(=O)C2=O)C)O)C(=C1O)O)O,306.22,-0.7
2209,10143,CN1CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)OC)O)OC)OC,341.4,2.6
2210,5320211,COC1=C(C2=C(CC3C4=C2C(=C(C=C4CCN3)OC)OC)C=C1)O,327.4,2.6
2211,16754,CN1CCC2=CC(=C(C3=C2C1CC4=CC(=C(C=C43)OC)OC)OC)OC,355.4,3.4
2212,10146,CN1CCC2=CC(=C(C3=C2C1CC4=CC=CC=C43)OC)OC,295.4,3.4
2213,197810,CN1CC2=C(C=CC3=C2OCO3)C4C1C5=CC6=C(C=C5CC4O)OCO6,353.4,2.2
2214,10149,CC1=C(C(=C2C(=C1O)C(=O)C=C(C2=O)OC)O)CC(=O)C,290.27,2
2215,5281855,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,302.19,1.1
2216,10153,CN1CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)OC)OC)O)OC,341.4,2.6
2217,10154,CN1CCC2=CC(=C(C3=C2C1CC4=CC(=C(C=C43)OC)O)OC)O,327.4,2.7
2218,220401,CNC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,371.4,1.4
2219,442151,CCC(C)C(=O)OC1C(C2=C(C=CC3=C2OC(=O)C=C3)OC1(C)C)OC(=O)C,388.4,3.4
2220,73174,C=C1CCC2C(C3C1CCC3=C)OC(=O)C2=C,230.3,2.6
2221,124075,CN1C(=O)C=C(C2=C1C3=C(C=C2)OCO3)OC,233.22,1
2222,66065,COC1=C(C=C2C(=C1O)C3C(C(C(C(O3)CO)O)O)OC2=O)O,328.27,-1
2223,72344,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC,402.4,3
2224,10168,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)C(=O)O,284.22,2.2
2225,10169,C1=CC(=C2C(=C1C(=O)O)C(=O)C3=C(C2=O)C(=CC(=C3)O)O)O,300.22,1.9
2226,5748528,CCCC1=CC(=O)OC2=C1C(=C(C(=C2CC=C(C)C)O)C(=O)CC(C)C)O,372.5,5.5
2227,5318562,CC1=CC(=O)C2=C(C=C(C(=C2O1)C)O)O,206.19,2.1
2228,5281707,C1=CC2=C(C=C1O)OC3=C2C(=O)OC4=C3C=CC(=C4)O,268.22,2.8
2229,3182,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,254.24,-1.8
2230,68066,CC1=CC(=C(C(=C1C(=O)OC2=C(C(=C(C(=C2)C)C(=O)OC)O)C)O)C=O)O,374.3,4.3
2231,12444745,CC1CC(=O)C2C1C(OC=C2C(=O)OC)O,226.23,0.1
2232,6433192,CCC1=C(C2=NC1=CC3=C(C4=C([N-]3)C(=C5C(C(C(=N5)C=C6C(=C(C(=C2)[N-]6)C=C)C)C)CCC(=O)OCC=C(C)CCCC(C)CCCC(C)CCCC(C)C)C(C4=O)C(=O)OC)C)C.[Mg+2],893.5,
2233,6450186,CCC1=C2C=C3C(=C4C(=O)C(C(=C4[N-]3)C5=NC(=CC6=NC(=CC(=N2)C1=C[O-])C(=C6C)C=C)C(C5CCC(=O)OCC=C(C)CCCC(C)CCCC(C)CCCC(C)C)C)C(=O)OC)C.[Mg+2],907.5,
2234,10360630,C1=C2C(=CC(=C1O)O)OC3=C(C4=C(C(=C23)O)OC5=CC(=O)C(=O)C=C54)O,352.2,1.2
2235,5359407,CC1(CC2=C(CO1)C(=O)C3=C(O2)C=C(C(=C3C(=O)O)O)O)O,308.24,0.3
2236,5321450,CC1=C(C(=C(C=C1OC)OC)C(=O)C(C)C)O,238.28,3.2
2237,5320351,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC)OC)O)OC)OC,388.4,3.4
2238,5315263,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC)OC)O)OC)O,374.3,3.1
2239,91458,C1=COC(C2C1C(C=C2CO)O)OC3C(C(C(C(O3)CO)O)O)O,346.33,-3
2240,5282102,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O,448.4,0.7
2241,3083581,CC1=CC(=O)C2=C(C(=C(C=C2O1)OC)C)O,220.22,2.5
2242,5281610,C1=CC=C(C(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,286.24,1.9
2243,5281670,C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,302.23,1.5
2244,10185,C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,304.25,1.5
2245,5281654,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,316.26,1.9
2246,122850,C1=CC(=CC=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,288.25,1.8
2247,10189,CC1=CC(=O)C2=C(C=C(C=C2O1)OC)O,206.19,1.2
2248,5317025,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)OC)O)O)O)O)O)O)O,592.5,-0.5
2249,73201,COC1=CC(=C2C(=O)CC(OC2=C1)C3=CC=CC=C3)O,270.28,3.1
2250,238782,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=CC=C3,256.25,2.7
2251,5281607,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,254.24,2.1
2252,439246,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,272.25,2.4
2253,160481,COC1=CC=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O,286.28,2.7
2254,5280442,COC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,284.26,2.1
2255,164615,COC1=C(C=C(C=C1)C2CC3=C(C(=CC=C3)O)C(=O)O2)O,286.28,3.1
2256,119199,C1C(OC(=O)C2=C1C=CC=C2O)C3=CC=C(C=C3)O,256.25,3.2
2257,5281743,CC=C1CC(C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(CO)O)C,351.4,0.6
2258,99613,CC1=CC(=CC(=C1C(=O)OC2=CC(=C(C(=C2)C)C(=O)O)O)O)O,318.28,3.6
2259,68073,CC(=O)C1=C(C=C(C=C1O)O)O,168.15,1.1
2260,5281733,CC=C1CC(C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(C)O)C,335.4,1.1
2261,5281750,CC=C1CC(=C)C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(C)O,333.4,0.7
2262,65030,CC1C2C(CC3(C=CC(=O)C(=C3C2OC1=O)C)C)O,262.3,1.1
2263,10201,CC1C2CCC3(C=CC(=O)C(=C3C2OC1=O)C)C,246.3,2.3
2264,12303924,CCC(C=CC(C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C)C(C)C,410.7,8
2265,10202,CC(C)CCCC(C)C1CCC2C1(CCC3C2CCC4C3(CCCC4)C)C,372.7,11.1
2266,5315592,CC1=CC2C(CCC(C2CC1)(C)O)C(C)C,222.37,3.3
2267,3806,C1=CC2=C(C(=O)C=CC2=O)C(=C1)O,174.15,1.9
2268,3083585,C1=CC2=C(C=CC(=C2C(=C1)O)O)O,176.17,2
2269,10205,CC1=CC(=O)C2=C(C1=O)C=CC=C2O,188.18,2.3
2270,5271805,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)OC)O)C4=C(C=C(C5=C4OC(=CC5=O)C6=CC=C(C=C6)O)O)O,566.5,5.7
2271,68077,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC,372.4,3
2272,10207,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)CO,270.24,1.8
2273,361512,C1=C(C=C(C2=C1C(=O)C3=C(C2=O)C(=CC(=C3)O)O)O)CO,286.24,1.5
2274,10208,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O,254.24,3.5
2275,442788,COC1=CC(=C(C=C1)C2COC3=CC(=CC(=C3C2=O)O)O)OC,316.3,2.9
2276,10211,CC(C)(C(COC1=C2C(=C(C3=C1OC(=O)C=C3)OC)C=CO2)O)O,334.3,1.6
2277,68079,COC1=C2C=COC2=C(C3=C1C=CC(=O)O3)OC,246.21,1.9
2278,5280804,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,464.4,0.4
2279,5281643,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,464.4,0.4
2280,5316673,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)O)O)O,432.4,1.2
2281,10212,CC(=CCOC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)C,270.28,3.4
2282,68081,CC(=CCOC1=C2C=CC(=O)OC2=CC3=C1C=CO3)C,270.28,3.8
2283,68082,COC1=C2C=CC(=O)OC2=C3C=COC3=C1,216.19,2
2284,95168,CC(=CCC1=C2C(=C3C(=C1O)C(=O)C(=CO3)C4=CC=C(C=C4)O)C=CC(O2)(C)C)C,404.5,5.9
2285,10213,C1CCC(C(C1)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,346.33,-4.5
2286,5320203,C1=CC=C(C=C1)C2=CC(=O)OC3=CC(=C(C=C23)O)O,254.24,2.4
2287,442768,COC1=C(C=C2C(=CC(=O)OC2=C1)C3=CC=CC=C3)O,268.26,2.7
2288,5318432,C1=CC=C2C(=C1)C(=O)C(=C3C(=O)C4=CC=CC=C4N3)N2,262.26,3.7
2289,441975,CC1C2CN3CCC4=C(C3CC2C(=CO1)C(=O)OC)NC5=CC=CC=C45,352.4,2.7
2290,92766,COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O,354.4,2.9
2291,7037179,COC1=C(C=C2C3CC4=CC(=C(C=C4CN3CCC2=C1)OC)O)O,327.4,2.6
2292,253834,CN1C(=CC(=O)C2=C1C=C(C=C2)OC)C3=CC=CC=C3,265.31,3.3
2293,688020,CCN(C1=CC=CC=C1C)C(=O)C=CC,203.28,2.8
2294,21368,CNC1=C(C=CC=C1OC)C(=O)OC,195.21,2.6
2295,101708,CC1=CC2C(CC1)C(=CCC2C(C)C)C,204.35,4.1
2296,10223,CC1=CC2C(CCC(=C2CC1)C)C(C)C,204.35,3.8
2297,10224,CC1CCC(C2=C1C=CC(=C2)C)C(C)C,202.33,5.1
2298,10225,CC1=CC2=C(C=CC(=C2C=C1)C)C(C)C,198.3,5.6
2299,160485,CC(C)(C(CC1=C(C=C2C(=C1OC)C=CC(=O)O2)OC)O)O,308.33,1.4
2300,5318566,COC1=C(C(=C2C(=C1)C=CC(=O)O2)OC)OC3C(C(C(C(O3)CO)O)O)O,384.3,-0.3
2301,10228,CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)OC)C,244.28,3.8
2302,5320318,CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)O)C,230.26,3.5
2303,2355,COC1=C2C=CC(=O)OC2=CC3=C1C=CO3,216.19,2.3
2304,10231,COC1=C(C2=C(C=C1CC=C)OCO2)OC,222.24,2.7
2305,3083588,C1=CC=C(C=C1)C(=O)CC(=O)C2=CC3=C(C=C2)OC=C3,264.27,3.5
2306,5316141,COC1=C(C=CC2=C1OCO2)CC=C,192.21,2.8
2307,440078,COC1C(C(C(C(C1O)O)O)O)O,194.18,-3.2
2308,10241527,C1=CN2C(=C1)C(=O)N3C=CC=C3C2=O,186.17,1.2
2309,10235,C1C2CNCC1C3=CC=CC(=O)N3C2,190.24,0.2
2310,10236,C1=CC=C2C(=C1)C(=O)C(C2=O)(O)O,178.14,0.1
2311,5284648,C1=CC(=C(C=C1C2=COC3=C(C2=O)C=CC(=C3)O)O)O,270.24,2.1
2312,45042199,C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=CC=C34)O,294.4,2.7
2313,5280378,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O,268.26,2.8
2314,5316302,COC1=C(C=CC2=C1OC(=O)C=C2)O,192.17,1.5
2315,6446647,COC1=C(C=CC2=C1OC(=CC3=CC(=C(C=C3)O)O)C2=O)OC4C(C(C(C(O4)CO)O)O)O,462.4,0.7
2316,5281257,COC1=C(C=CC2=C1OC(=CC3=CC(=C(C=C3)O)O)C2=O)O,300.26,2.5
2317,3047739,COC1=C(C(=C2C=CC(=O)OC2=C1)OC)O,222.19,1.5
2318,5280569,C1=CC(=C(C2=C1C=CC(=O)O2)O)O,178.14,1.2
2319,5280371,C1=CC(=O)OC2=CC3=C(C=CO3)C(=C21)O,202.16,2
2320,442813,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O,430.4,1
2321,5281708,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,254.24,2.5
2322,91461,C1CCN2CCCC(C2C1)CO,169.26,1.2
2323,5281404,CC1=NC=CC2=C1NC3=CC=CC=C23,182.22,3.6
2324,68094,CC1=C2C(=C3C=CC(=O)C=C3N2)C=CN1,198.22,0.7
2325,2775,COC1=CC2=C(C=CC(=O)O2)C(=C1)OC,206.19,1.9
2326,10248,COC1=CC(=CC(=C1OC)OC)CC=C,208.25,2.5
2327,78932,CC=CC1=CC(=C(C(=C1)OC)OC)OC,208.25,2.5
2328,5320693,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O,268.26,3.6
2329,10251,C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3,224.25,3.2
2330,73399,COC1=C(C=CC(=C1)C2C3COC(C3CO2)C4=CC(=C(C=C4)O)OC)O,358.4,2.3
2331,3083590,COC1=C(C=C(C=C1)C2C3COC(C3CO2)C4=CC(=C(C=C4)O)OC)OC,372.4,2.6
2332,5281222,C1=CC(=C(C=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O)O,272.25,2.8
2333,10253,C1=CC=C(C(=C1)C(=O)NCC(=O)O)O,195.17,0.9
2334,5372071,CC1=C(C(=O)CC1O)CC=CC=C,178.23,1.1
2335,10254,CC1=CC(=C(C(=C1)C)C=O)C,148.2,2.5
2336,68099,C1=C(C=C(C(=C1O)C=O)O)O,154.12,0.9
2337,6437586,CC1=CCC(C(=C)C2CC(C2CC1)(C)C)O,220.35,3.3
2338,10256,C1=CC=C2C(=C1)C(=CN2)C=O,145.16,1.7
2339,521240,CC1=C(OC=C1)C(=O)CC(C)C,166.22,2.6
2340,1549018,CCC=CCC1=C(CCC1=O)C,164.24,2.2
2341,340,CC1=C(C(=CC=C1)O)O,124.14,1.8
2342,10263,CC1=C(C(=C(C=C1)C)C)C,134.22,4
2343,452501,C(C(C(C(C(CO)O)O)O)O)N,181.19,-3.4
2344,68102,CC1=CC(=C(C(=C1C)C)C)O,150.22,3
2345,441438,C1C(C(C(C(C1O)O)O)O)O,164.16,-2.7
2346,827,C(C(C(C(CO)O)O)O)O,152.15,-2.5
2347,94154,C(C(C(C(CO)O)O)O)O,152.15,-2.5
2348,151261,C(C(C(C(=O)CO)O)O)O,150.13,-2.6
2349,10877070,CCC1=CNC=C1C,109.17,1.9
2350,10268,C1=COC=C1C(=O)O,112.08,1
2351,79022,CC1(C2CC3C1C3(C2)C)C,136.23,3.2
2352,521242,CC1=C2C3C(C3(C)C)CCC2(CCC1)C,204.35,4.4
2353,5318997,CC1C(C(C(C(O1)OC2=C(OC3=C(C2=O)C(=CC(=C3CC=C(C)C)OC4C(C(C(C(O4)CO)O)O)O)O)C5=CC=C(C=C5)OC)O)O)O,676.7,1.7
2354,5489485,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)OC)O)O,346.3,2.5
2355,5280647,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)O)O)O)O,318.23,1.8
2356,11095734,CC1CCC2C1C3C(C3(C)C)CCC2=C,204.35,4.7
2357,16213731,CC1CCC2C(C2(C)C)C3=C(CCC13)C,204.35,4.1
2358,25089154,CC1CCC2C1C3C(C3(C)C)CCC2(C)O,222.37,3.7
2359,160491,CC1CCC2C(C2(C)C)C3=C(C(=O)CC13)C,218.33,3.2
2360,5464155,CCOCC1=C(C(=C(C2=C1OC(=O)C3=C(O2)C(=C(C=C3C)O)C=O)C)C(=O)O)O,402.4,3.1
2361,5358397,CC1=CC(=C(C2=C1C(=O)OC3=C(O2)C(=C(C(=C3COC(=O)C=CC(=O)O)O)C(=O)O)C)C=O)O,472.4,2.5
2362,3515,CC1=C2C=CC(=C2C=C(C=C1)C(C)C)C,198.3,4.8
2363,3083592,CC1=C2C=CC(=C2C=C(C=C1)C(=C)C)C,196.29,5
2364,227829,CC1CCC(CC2=C1CCC2C)C(C)(C)O,222.37,3.1
2365,10272,CCC(C)C1=CN=C(C(=O)N1O)CC(C)C,224.3,1.7
2366,79023,CC1=C(C(=O)C(CC1)C(C)C)O,168.23,2
2367,95873,CC1=C(C(=C(C=C1)C(C)C)O)O,166.22,2.7
2368,5282348,CC1=CC(=C(C2=C1OC(CC2)(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C)O,410.6,8.9
2369,5281692,C1=CC2=C(C=C1O)OC(=C(C2=O)O)C3=CC(=C(C(=C3)O)O)O,302.23,1.6
2370,72276,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,290.27,0.4
2371,6450184,C1=CC(=C(C=C1C=C2C(=O)C3=C(O2)C(=C(C=C3)OC4C(C(C(C(O4)CO)O)O)O)O)O)O,448.4,0.4
2372,10276,COC1=CC(=C(C=C1C(=O)O)OC)OC,212.2,1.4
2373,10277,CC1=C2C=C(C=CC2=CC=C1)C(C)C,184.28,5.2
2374,10279,CC(=O)C1=C(C=CC(=C1)O)O,152.15,1.7
2375,3469,C1=CC(=C(C=C1O)C(=O)O)O,154.12,1.6
2376,10280,C(C(C1C(=O)C(=O)C(=O)O1)O)O,174.11,-1
2377,10281,CC1=CC(=O)C(=CC1=O)C(C)C,164.2,2
2378,19244,CC1CCC(C(C1)O)C(C)C,156.26,3
2379,19243,CC1CCC(C(C1)O)C(C)C,156.26,3
2380,10282,CC1=CC(C(CC1)C(C)C)O,154.25,2.1
2381,527822,CC1=CC(C(CC1)C(=C)C)O,152.23,2.1
2382,61128,CC1=CCCC(=C(C)C)C1=O,150.22,2.7
2383,68108,C1=CC=C2C(=C1)C=COC2=O,146.14,1.9
2384,10285,CC1=CC=NC2=CC=CC=C12,143.18,2.6
2385,68110,C1COC2=CC=CC=C2C1=O,148.16,1.4
2386,10286,C1=CC=C2C(=C1)C(=O)C=CO2,146.14,1.4
2387,5036604,CC1=CC(=O)C2=C(O1)C=C(C(=C2O)C)O,206.19,2.1
2388,5282160,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O)O)O,464.4,0.4
2389,5281666,COC1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,300.26,2.2
2390,122635,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2)C=C(C=C3O)O,256.25,3.2
2391,5281640,COC1=CC2=C(C=C1)OC3=CC(=CC(=C3C2=O)O)O,258.23,2.8
2392,442520,CC1=C(C2=C(C=C1O)OC(CC2=O)C3=CC=CC=C3)O,270.28,3.1
2393,5281605,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O,270.24,1.7
2394,5280445,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,286.24,1.4
2395,5280666,COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,300.26,1.7
2396,68112,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=CC=C3O2)O,238.24,2.5
2397,5280373,COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O,284.26,3
2398,5393152,C1=CC=C(C=C1)C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O,254.24,3
2399,92775,C1C(OC2=C(C1=O)C=CC(=C2)O)C3=CC(=C(C=C3)O)O,272.25,1.8
2400,10296,CC(C1=CC=CC=C1)C(=O)O,150.17,1.9
2401,64689,C(C1C(C(C(C(O1)O)O)O)O)O,180.16,-2.6
2402,79025,C(C1C(C(C(C(O1)O)O)O)O)O,180.16,-2.6
2403,68120,C1=CSC(=C1)C2=CC=CS2,166.3,3
2404,10300,C1CCC(=C(C1)NO)N=O,142.16,0.9
2405,6452133,COC1=C(C=CC(=C1)C=O)OC2C(C(C(C(O2)CO)O)O)O,314.29,-1.6
2406,442379,CC(C)CC(=O)CC1(CCC(O1)C2=COC=C2)C,250.33,2.3
2407,17903,CC=CC1=CC(=C(C=C1OC)OC)OC,208.25,3
2408,3083597,C1OC2=C(O1)C=C3C(=C2)C=CC(=O)O3,190.15,1.7
2409,62345,CC1CCC2=C(C1)C(=CO2)C,150.22,2.8
2410,68126,CC1=CC(=C(C=C1)OC)OC,152.19,1.9
2411,1550607,CC(=CCCC(=CCOC1=CC2=C(C=C1)C=CC(=O)O2)C)C,298.4,5.3
2412,188287,C1=CC(=C(C=C1O)CO)O,140.14,0.7
2413,26305,CC(C)(C1CC2=C(O1)C=C3C(=C2)C=CC(=O)O3)O,246.26,1.9
2414,10315,CCCC(=O)C1=CC=CC=C1,148.2,2.5
2415,92776,CC1=CCC(C=C1)C(C)CCC=C(C)C,204.35,5.2
2416,68128,CC1=CCC(CC1)C(=C)CCC=C(C)C,204.35,5.2
2417,62346,CC1=CCC(=C(C)CCC=C(C)C)CC1,204.35,4.7
2418,464,C1=CC=C(C=C1)C(=O)NCC(=O)O,179.17,0.3
2419,10321,CC#CC#CC(=O)C1=CC=CC=C1,168.19,3
2420,10322,C1OC2=C(O1)C=C(C=C2)CO,152.15,1.1
2421,873,C1=CC=C(C(=C1)CCC(=O)O)O,166.17,1.4
2422,5281567,COC1=CC(=O)OC(C1)C=CC2=CC3=C(C=C2)OCO3,274.27,2.4
2423,13001421,C1OC2=C(O1)C=C(C=C2)C=CC=CC(=O)O,218.2,2.7
2424,1548912,C1CCN(CC1)C(=O)C=CC=CC2=CC3=C(C=C2)OCO3,285.34,3.5
2425,100689,CC(=O)CCC(=O)C1=COC=C1,166.17,0.7
2426,12300005,CC(CCC(=O)C1=COC=C1)C(=O)O,196.2,1.5
2427,10329,C1COC2=CC=CC=C21,120.15,2.1
2428,10331,C1=CC=C2C(=C1)C=C(O2)C(=O)O,162.14,2.4
2429,68130,C1=COC(=O)C(=C1)O,112.08,0.6
2430,219794,CCCC(C(=O)CCC)O,144.21,1.4
2431,10335,CC1=CC(=C(C=C1C)O)C,136.19,2.7
2432,6433417,CC=C(C)CO,86.13,1
2433,5321950,CC=C(C)C=O,84.12,0.9
2434,10337,C(C(CO)Cl)O,110.54,-1
2435,3034155,C(=C(C=O)O)O,88.06,0
2436,10340,C(=O)([O-])[O-].[Na+].[Na+],105.988,
2437,10341,C1C=CC(=O)O1,84.07,-0.6
2438,5351619,C[N+](C)(C)C(CC1=CNC(=S)N1)C(=O)[O-],229.3,0.3
2439,10345,C1CC2CC1CC2=O,110.15,1
2440,3013894,CC(=CCC(C(=C)C)C(=O)O)C,168.23,3.2
2441,10348,C1=CC(=CC=C1O)OC2C(C(C(C(O2)CO)O)O)O,272.25,-0.7
2442,62348,COC1=C(C=CC(=C1)CO)O,154.16,0
2443,2214,CC(=O)C1=CC(=C(C=C1)O)OC,166.17,0.5
2444,79029,C1C2C(C(C(C(O1)O2)O)O)O,162.14,-2.1
2445,105050,CC1=CCC2C(C1)C2(C)C,136.23,2.8
2446,5464156,CC(=CCC(CO)C(=C)C)C,154.25,3
2447,638129,CC(=CC(=O)O)C(=O)O,130.1,-0.1
2448,92779,CC(C)CC(C(=O)O)O,132.16,0.9
2449,25701,C(C(C(=O)O)N)S(=O)(=O)O,169.16,-4.5
2450,10351,C1=COC=C1C=O,96.08,0.5
2451,68135,C1=CSC=C1C=O,112.15,1
2452,10352,C1CC2CC1C=C2,94.15,2.4
2453,89437,CC(C)C1CCC(CC1)(C)O,156.26,2.6
2454,10355,CN1CCC=C(C1)C(=O)O,141.17,-2.3
2455,309,C(C(=CC(=O)O)C(=O)O)C(=O)O,174.11,-1
2456,161355,C1=CC(=CC=C1C(C#N)OC2C(C(C(C(O2)CO)O)O)O)O,311.29,-0.9
2457,9589398,CS(=O)CCCCCC(=NOS(=O)(=O)O)SC1C(C(C(C(O1)CO)O)O)O,451.5,-1.7
2458,10357,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O,342.3,-4.7
2459,3611,CC(C)C1=CC(=O)C(=CC=C1)O,164.2,2.1
2460,62349,CC1CCC(OC(=O)C1)C(C)C,170.25,2.7
2461,86850,CC1CCC(CC1O)C(C)C,156.26,3
2462,6432474,CC1CCC(CC1=O)C(C)C,154.25,2.7
2463,10363,CC1CCC(=CC1=O)C(C)C,152.23,2.1
2464,10364,CC1=C(C=C(C=C1)C(C)C)O,150.22,3.1
2465,10367,C1=CC(=NC(=C1)C(=O)O)C(=O)O,167.12,0.6
2466,72620,CC1(C=CC=C(C=C1)C(=O)O)C,164.2,2.8
2467,68140,CC(=C)C1CCC(=C)CC1,136.23,3.6
2468,521268,CC1CCC(C=C1)C(=C)C,136.23,4
2469,10369,CC1CCC(=CC1)C(C)C,138.25,3.4
2470,92780,CC(C)C1CCC(=O)C=C1,138.21,2
2471,68141,C1=CC(=O)OC=C1C(=O)O,140.09,0
2472,10371,C1=CC(=CN=C1)C=O,107.11,0.3
2473,4534,CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O,302.4,4.3
2474,440473,C1=CN(C=C(C1=O)O)CC(C(=O)O)N,198.18,-3.5
2475,5281575,COC1=CC=C(C=C1)C=CC2=CC(=CC(=O)O2)OC,258.27,2.7
2476,10376,COC1=CC(=O)OC(C1)C=CC2=CC=CC=C2,230.26,2.5
2477,5320954,COC1=C(C=C(C=C1)C=CC2=CC(=CC(=C2)O)O)O,258.27,3.1
2478,10383,COC1=CC(=CC(=C1)O)OC,154.16,1.6
2479,5281796,COC1=C(C=CC(=C1)C=CC(=O)NCCCCN)O,264.32,1
2480,689043,C1=CC(=C(C=C1C=CC(=O)O)O)O,180.16,1.2
